epoch;acc;loss;lr;val_acc;val_loss
0;0.49384615;8.77783248363397;0.001;0.49590164;7.733737757948578
1;0.50256413;5.20790483817076;0.001;0.522541;4.026038341834897
2;0.5097436;3.329808694888384;0.001;0.49590164;2.788384765875144
3;0.47538462;2.398758452488826;0.001;0.50409836;2.0564154679657984
4;0.5010256;1.8671314124571972;0.001;0.49590164;1.666259882880039
5;0.4897436;1.555186824798584;0.001;0.50409836;1.4252191527945097
6;0.50461537;1.3467501278412648;0.001;0.50409836;1.2919746891396944
7;0.50871795;1.2097914331387252;0.001;0.5020492;1.1325563329165098
8;0.5082051;1.0990729232934806;0.001;0.49590164;1.0653520646642467
9;0.4979487;1.036167698151026;0.001;0.477459;0.9807995850922632
10;0.51384616;0.9581904907715626;0.001;0.49590164;1.1568635682590673
11;0.50564104;0.9624605720471113;0.001;0.49590164;0.8990021172117014
12;0.50461537;0.9149336560567221;0.001;0.50409836;11.155964335457224
13;0.50051284;0.8716407016607431;0.001;0.5204918;0.8334207300279961
14;0.49589744;0.8458314004311195;0.001;0.48155737;0.8186479718958746
15;0.48871794;0.8302356334832999;0.001;0.51844263;0.8037657854986973
16;0.494359;0.8052476342519125;0.001;0.50409836;0.7804391032359639
17;0.48923078;0.7907025380012317;0.001;0.50409836;0.772611611202115
18;0.51076925;0.7970540899496812;0.001;0.49590164;0.7686225332197596
19;0.52;0.7652295049031576;0.001;0.50409836;0.8177424894004571
20;0.5041026;0.7701923258487995;0.001;0.50409836;0.8548894202122923
21;0.50256413;0.7505938424819555;0.001;0.50409836;0.7413621046504036
22;0.51794875;0.7572302492459615;0.001;0.50409836;0.987063714715301
23;0.50051284;0.74970481860332;0.001;0.50409836;0.7402028646625456
24;0.48666668;0.7582207014621832;0.001;0.50409836;9.39461174240855
25;0.4897436;0.7828080973258386;0.001;0.49795082;0.7395938742356222
26;0.4897436;0.7425279035323705;0.001;0.50409836;0.7309679037234822
27;0.49179488;0.7387874793395018;0.001;0.49590164;0.7298806094732441
28;0.5133333;0.7522042956719032;0.001;0.47540984;0.737914291561627
29;0.5082051;0.7397841202907073;0.001;0.49590164;0.7328239884532866
30;0.49589744;0.7423967193945861;0.001;0.50409836;0.7308520039574045
31;0.5030769;0.7307397748873784;0.001;0.50409836;0.7197856600167322
32;0.5051282;0.7981127501145387;0.001;0.50409836;0.8145671672508364
33;0.48564103;0.7605995315771836;0.001;0.49795082;1.3090252602686647
34;0.4871795;0.791590138459817;0.001;0.5;0.9427245953043953
35;0.50461537;0.7675581790239383;0.001;0.49590164;0.7383463040727084
36;0.5061538;0.7457858115587479;0.001;0.49590164;0.7421345349218025
37;0.494359;0.7472674287893833;0.001;0.49590164;0.732934718249274
38;0.4953846;0.7469324030631628;0.001;0.49590164;0.7314555449563949
39;0.5020513;0.7387142900320199;0.001;0.50409836;0.7263653981881063
40;0.5041026;0.7826700886090596;0.001;0.49590164;0.7727870667567018
41;0.5071795;0.7480803887660686;0.001;0.49590164;0.7406221804071645
42;0.50153846;0.7519429774162096;0.001;0.50409836;0.7264024615287781
43;0.5020513;0.7727323774191049;0.001;0.49590164;0.7715523985565685
44;0.50461537;0.7328219227913099;0.001;0.49590164;0.7219585717701521
45;0.52;0.7262274201711019;0.001;0.51229507;0.7346002791748673
46;0.4953846;0.7690286798354907;0.001;0.50409836;0.7675119345305396
47;0.4979487;0.7470877783726423;0.001;0.4918033;0.789814718434068
48;0.4974359;0.7606811390167627;0.001;0.49590164;0.753776732038279
49;0.5;0.7365522410319402;0.001;0.49590164;0.7252360132874035
50;0.5071795;0.7353800813968365;0.001;0.50409836;0.72224018612846
51;0.50769234;0.7332496485343346;0.001;0.49590164;0.7436927488592805
52;0.5041026;0.7353818718592325;0.001;0.50409836;0.7161748135676149
53;0.49897435;0.7338139685606345;0.001;0.50409836;0.7340277619049197
54;0.4846154;0.7282566403731322;0.001;0.4692623;0.7522020242253288
55;0.511282;0.7196847743254442;0.001;0.46106556;0.7236627056950429
56;0.5102564;0.7220354380974403;0.001;0.50409836;0.9031201474002151
57;0.4969231;0.7215463485473241;0.001;0.50409836;0.7167131803074821
58;0.5148718;0.7387247408964696;0.001;0.49590164;0.8435994425757987
59;0.48820513;0.8065486905513666;0.001;0.50409836;13.488455319013752
60;0.5020513;0.7630198134520115;0.001;0.49590164;0.8049061581736705
61;0.48871794;0.7459412313118959;0.001;0.50409836;0.7171830652190037
62;0.4953846;0.7583413629042797;0.001;0.50409836;0.7594767242181496
63;0.5030769;0.7293476245953486;0.001;0.49590164;0.7181204596503836
64;0.50666666;0.7269834795976297;0.001;0.49590164;0.7890993483731004
65;0.48923078;0.7468616478871076;0.001;0.49590164;0.8032785478185435
66;0.5097436;0.7262646749692085;0.001;0.49590164;0.7969573648249517
67;0.49384615;0.7447638253676586;0.001;0.49590164;0.7231250776619208
68;0.48923078;0.7275646739739638;0.001;0.47540984;0.7169425751342148
69;0.48564103;0.7716859769209837;0.001;0.49590164;0.8847188890957441
70;0.47897437;0.724229087585058;0.001;0.44672132;0.7189835818087469
71;0.46461537;0.7309409387295063;0.001;0.50409836;0.7256498053425648
72;0.49076924;0.7392753910407042;0.001;0.44672132;0.7311409692295262
73;0.52871794;0.7186609851397001;0.001;0.49590164;0.707768153948862
74;0.50256413;0.7515978911595467;0.001;0.50409836;0.7064245528862124
75;0.5051282;0.7162719697830005;0.001;0.50409836;0.7316342367500556
76;0.49589744;0.7253220555721185;0.001;0.52663934;0.703464575478288
77;0.48153847;0.7750670964901264;0.001;0.49590164;61095215372.590164
78;0.494359;0.9036670819918314;0.001;0.49590164;7.801746024460089
79;0.5010256;0.7363067646515675;0.001;0.49590164;0.7462901463274096
80;0.48307693;0.728692989777296;0.001;0.50409836;0.7170263001176177
81;0.49076924;0.7295939428989704;0.001;0.49590164;0.7121843060509103
82;0.5082051;0.726503884486663;0.001;0.48770493;0.7140517322743525
83;0.49333334;0.7514062529343825;0.001;0.49590164;0.8395442171174972
84;0.48564103;0.72035356038656;0.001;0.49590164;0.7187185834665768
85;0.5092308;0.7125128909869072;0.001;0.50409836;0.7088371485960289
86;0.50666666;0.7233238396277795;0.001;0.50409836;0.7284300288216012
87;0.49128205;0.7381526987369244;0.001;0.4569672;0.7360233557028849
88;0.51641023;0.7152265620842958;0.001;0.50409836;0.7201313962701892
89;0.4974359;0.7165276015110504;0.001;0.44672132;0.710456157316927
90;0.48307693;0.7134988708985157;0.001;0.49590164;0.7041943532521607
91;0.50564104;0.7205678247182797;0.001;0.47336066;0.713318341091031
92;0.51282054;0.7337483638372176;0.001;0.50409836;0.7254564830514251
93;0.5082051;0.7272269594363677;0.001;0.49795082;1.1143179535865784
94;0.51076925;0.7172711908511626;0.001;0.49590164;0.7267990464069805
95;0.49384615;0.7199850961489556;0.001;0.50409836;0.7063269107068171
96;0.48153847;0.7353636819277054;0.001;0.49590164;28.118407609032804
97;0.5102564;0.7405057720037607;0.001;0.50409836;0.7124585333417673
98;0.50871795;0.7188831937618745;0.001;0.49590164;0.7134038405340226
99;0.50769234;0.7207632285509354;0.001;0.5553279;0.7079010420158262
100;0.49897435;0.7318943109879127;0.001;0.53483605;0.7102935431433506
101;0.48051283;0.7241546006080432;0.001;0.5307377;0.7040411517268321
102;0.4979487;0.9460608626634647;0.001;0.50409836;595.5915627401383
103;0.50051284;0.8650895303334946;0.001;0.51229507;0.7877291792728862
104;0.50461537;0.7839615065623552;0.001;0.50409836;0.7595456291417606
105;0.4902564;0.7580969461416587;0.001;0.50409836;0.736094633086783
106;0.5020513;0.738823455174764;0.001;0.50409836;0.7274921595073137
107;0.4923077;0.7254621121822259;0.0003;0.50409836;0.7271633871266099
108;0.48871794;0.7322830408047407;0.0003;0.50409836;0.7225518255937294
109;0.50564104;0.7244130204274104;0.0003;0.50409836;0.7180067955470476
110;0.4994872;0.7202290692696205;0.0003;0.50409836;0.7166456892842152
111;0.5220513;0.7162659706824865;0.0003;0.48360655;0.716457688417591
112;0.48205128;0.7173407981945918;0.0003;0.50409836;0.713227921822032
113;0.5082051;0.7160423449369577;0.0003;0.50409836;0.7219201394769011
114;0.49589744;0.7178545965903844;0.0003;0.50409836;0.7106888499416288
115;0.50153846;0.7143271987254803;0.0003;0.50409836;0.70947093846368
116;0.5071795;0.711423473847218;0.0003;0.50409836;0.7134666276759789
117;0.50256413;0.7109146303396958;0.0003;0.4795082;0.7080852956068321
118;0.51076925;0.7086219216004396;0.0003;0.49385247;0.7095343617142224
119;0.5071795;0.7104185304886256;0.0003;0.48770493;0.7151398932347532
120;0.5030769;0.7078882933274293;0.0003;0.49590164;0.7048531330999781
121;0.494359;0.7091049549518488;0.0003;0.48770493;0.7084339036316168
122;0.4897436;0.7085930093129476;0.0003;0.477459;0.7062441628487384
123;0.4974359;0.7094839240954472;0.0003;0.50409836;0.7127486516217716
124;0.48307693;0.7133346726344182;0.0003;0.49590164;0.8008951964925547
125;0.4948718;0.7110150702183063;0.0003;0.50409836;0.7110614268506159
126;0.47794873;0.7139551143768507;0.0003;0.50409836;9.582759607033651
127;0.5092308;0.7099992242226234;0.0003;0.4795082;0.709861626390551
128;0.47128206;0.7068912528722714;0.0003;0.50409836;0.703513286152824
129;0.49179488;0.7087860008997795;0.0003;0.50409836;0.706032425653739
130;0.5276923;0.7038725568086673;0.0003;0.49590164;0.7013832203677444
131;0.47538462;0.7091601221989363;0.0003;0.50409836;0.7050475859251178
132;0.50051284;0.7063673854485536;0.0003;0.46311477;0.7024162519173544
133;0.5061538;0.7012497055836213;0.0003;0.50409836;0.6995365521946891
134;0.49076924;0.7047737210224836;0.0003;0.45286885;0.7034830724606749
135;0.49641025;0.7076649048389533;0.0003;0.50409836;0.7021506956366242
136;0.50666666;0.7016990484946813;0.0003;0.48360655;0.7060313605871357
137;0.50051284;0.7010407711909368;0.0003;0.50409836;0.699349265606677
138;0.50256413;0.7018200193307339;0.0003;0.50409836;0.6987367438488319
139;0.4902564;0.7060713973412147;0.0003;0.47540984;0.7111540954621112
140;0.4876923;0.709498720902663;0.0003;0.47336066;0.8320243632207152
141;0.4948718;0.7036958160767188;0.0003;0.47336066;0.9658361302047479
142;0.5051282;0.7010420769911546;0.0003;0.50409836;0.6982593507063194
143;0.5041026;0.7042373105195853;0.0003;0.50409836;0.6974749828948349
144;0.5051282;0.7066422044313871;0.0003;0.49590164;0.7118699237948558
145;0.48;0.7088099302389683;0.0003;0.50409836;0.7024724082868607
146;0.47897437;0.7058100571999183;0.0003;0.50409836;0.6997663476428048
147;0.4928205;0.7072516636359386;0.0003;0.50409836;0.6991932763427985
148;0.50153846;0.7023020070027083;0.0003;0.50614756;0.7013458677979766
149;0.5123077;0.703246748936482;0.0003;0.49590164;1.1770039230096536
150;0.49076924;0.7031251437847431;0.0003;0.45286885;0.6999029693056326
