epoch;acc;loss;lr;val_acc;val_loss
0;0.50256413;1.961209870607425;0.001;0.49590164;3.3393168605741907
1;0.48153847;1.806628891015664;0.001;0.49590164;1.7619405105465749
2;0.51282054;1.6489544010162354;0.001;0.49590164;1.5834803620322806
3;0.48820513;1.5290148901328062;0.001;0.49795082;2.539703185441064
4;0.48564103;1.3973140432895759;0.001;0.50409836;1.3858447231230189
5;0.5123077;1.302325620895777;0.001;0.5;1.2485016916618972
6;0.51179487;1.2156579753680108;0.001;0.49590164;1.1777673236659316
7;0.5123077;1.137570936985505;0.001;0.5;1.1287364119389018
8;0.48205128;1.0856250300774208;0.001;0.47336066;1.044320761180315
9;0.4928205;1.0258113682575716;0.001;0.4897541;0.9962641235257759
10;0.48871794;0.9913899014546321;0.001;0.49590164;0.9585885346912947
11;0.5097436;0.9426586549098676;0.001;0.49590164;0.9436274933033302
12;0.49897435;0.9227733764281639;0.001;0.49590164;0.8923419108156299
13;0.5184615;0.8847003081517342;0.001;0.50409836;0.880660774277859
14;0.5133333;0.8695327756343744;0.001;0.50409836;0.983769127579986
15;0.47435898;0.8688936894979232;0.001;0.49590164;0.841788513738601
16;0.51282054;0.8597291295956343;0.001;0.50409836;5.18499421291664
17;0.4994872;0.8365300223766229;0.001;0.5;1.1472224016658594
18;0.49384615;0.824190967510908;0.001;0.49590164;4.1957765250909524
19;0.4994872;0.8237999161695823;0.001;0.49590164;1.1486704447230354
20;0.4897436;0.8062782217906072;0.001;0.49590164;32.895376049104286
21;0.52;0.7904755844825353;0.001;0.50409836;1.6841004344283557
22;0.5092308;0.7864119913639166;0.001;0.46311477;0.771887408905342
23;0.48410258;0.7894643050585037;0.001;0.49590164;1.244042243625297
24;0.5030769;0.781662873855004;0.001;0.48155737;0.8178877693707826
25;0.5184615;0.77308894884892;0.001;0.50409836;0.9784681679772549
26;0.48923078;0.7799213631947836;0.001;0.48155737;0.7902993745491153
27;0.5061538;0.7607171083107973;0.001;0.50409836;0.758072132947015
28;0.5153846;0.7544144263022985;0.001;0.49590164;0.8226085940345389
29;0.4923077;0.775699042968261;0.001;0.49590164;0.8242125735908258
30;0.48564103;0.7432260980972877;0.001;0.49590164;0.7391337508060893
31;0.5030769;0.7490303412461892;0.001;0.49795082;0.7962757544439347
32;0.5051282;0.7507675287051079;0.001;0.50409836;0.7371002777678067
33;0.494359;0.7527539755136539;0.001;0.50409836;0.7316232411587824
34;0.49589744;0.7410817784529465;0.001;0.50409836;0.7282609998202715
35;0.51897436;0.7405768999075278;0.001;0.49590164;0.8524340860179214
36;0.50871795;0.7424020125927069;0.001;0.49590164;0.7700417686681278
37;0.48871794;0.7393650874113425;0.001;0.50409836;0.7234023281785308
38;0.48102564;0.7454858560439868;0.001;0.49590164;0.7412765319230127
39;0.48871794;0.7419936513289427;0.001;0.50409836;0.730771830824555
40;0.5148718;0.7422609848853869;0.001;0.50614756;0.8173938510847873
41;0.5020513;0.7406583696145278;0.001;0.50409836;0.746260901943582
42;0.494359;0.73861093044281;0.001;0.50409836;0.8574750560228942
43;0.5133333;0.7336233669060928;0.001;0.49385247;0.7228815184264886
44;0.49846154;0.7377071100626237;0.001;0.5081967;0.7338055323381893
45;0.51384616;0.7522104430809999;0.001;0.48770493;0.8428559635506302
